phones,frequency
s ʌ p ə ɹ z,1
b eɪ b iː s ɪ t ɪ ŋ,3
s n æ k ɪ ŋ,2
f ɹ æ ŋ k iː,5
dʒ oʊ n ə,1
ɹ iː ɡ ə n,1
l ɛ ɡ ə n,1
m eɪ ɡ ə n,4
ə m iː l j ə,14
ɹ ɑ dʒ ə ɹ z,5
θ ɔ ɹ ə,2
ɡ ɹ ɪ z l iː,27
ɡ ɹ ɑ t,2
s iː d l ɪ ŋ,3
d ɹ ʌ ɡ s t ɔ ɹ,5
t aɪ l ə n ɔ l,1
t ɑ t,1
m æ s t ə ɹ z,1
m ɑ t,1
w ɑ ʃ ə ɹ,6
m ʌ m ə ɹ,2
t iː ð ɪ ŋ,5
k ɔ ɹ ə s,7
ɛ n v ə l oʊ p s,6
n oʊ b ə l z,1
k iː w iː z,1
s ɑ n ə,1
k iː w iː,34
s l æ p ɪ ŋ,3
p ɛ t ɪ ŋ,5
s t ɹ oʊ l ɪ ŋ,2
d ʌ ŋ k ɪ ŋ,1
d ʌ b ɪ ŋ,1
s uː ð ɪ ŋ,1
d ɔ ɹ ə s,3
ɹ iː d uː ɪ ŋ,1
b ɹ ʊ k,1
ɡ ɹ eɪ t ɪ d,2
d ʌ b d,1
s n ɛ ɹ,1
θ aɪ z,2
θ ɪ ŋ ə m ɪ dʒ ɪ ɡ z,3
ʃ ɪ v ə ɹ ɪ ŋ,2
θ ɪ ŋ ə m ɪ dʒ ɪ ɡ,1
b l ɑ s ə m,3
d æ m ə dʒ d,1
t ɹ æ n z m ɪ t s,1
d ʌ v z,10
ɹ ɪ n s t,4
f l ɪ k ə ɹ z,1
k l æ ɹ ə n ɛ t s,1
p ɛ k ə z,1
t w ɑ d ə l,1
t w ɪ d ə l,1
p ʌ n z,1
s p ɪ t ə l,1
ɑ s,2
h uː ɛ v ə ɹ z,1
w ʊ d p ɛ k ə ɹ,2
m ə l ɪ s ə,1
dʒ iː n,1
s p ɹ eɪ n d,1
s t ɛ ɹ w eɪ,1
ɹ iː s t ɹ ɪ k ʃ ə n,1
ə m aʊ n t s,1
oʊ p ɑ s ə m,8
ɡ ɑ ɹ l ɪ k iː,3
m ɛ ɹ ə n eɪ t ɪ d,1
b ɪ b iː,5
ə v ɔɪ d z,1
ə n iː v ə n,4
s ʌ m ə ɹ ɪ,1
k æ ʃ uː z,2
ɹ ɪ ɡ ə l,2
ʃ ɑ ɹ l ə t,5
ə p ɑ s ə m z,1
k uː l ɪ ŋ,6
b ɹ aɪ t ə n,1
p æ d ə k,1
s iː d l ɪ ŋ z,2
ɡ ɹ æ m z,4
t ɛ m p ə ɹ,2
t eɪ s t iː ə ɹ,1
s ɔ l s ə,3
n uː z p eɪ p ə ɹ z,5
s ɛ ɡ,1
m aɪ n d ɪ ŋ,2
h aɪ b ɹ ə d,1
f j uː z,1
æ m b j ə l ə n s ə z,2
t ʌ f t ɪ d,2
m æ l ə ɹ iː,1
ɹ eɪ d iː oʊ z,1
f iː d ə ɹ z,1
s t ɹ ɔ z,15
b æ f ə l,2
k ɪ l z,1
ʃ ɪ v ə ɹ z,1
k w ɪ v ə z,1
w aʊ iː,1
dʒ ɛ ɹ ə l d iː n,7
s m uː ð ɪ,51
f ɪ l eɪ,1
f ɪ l eɪ z,1
b ɹ ɛ d ɪ d,2
w ɑ d iː,2
s k w ɑ ʃ ɪ z,1
ʃ ɑ ɹ p ə n ɪ ŋ,1
t ɪ k ə ɹ,1
s ɪ l æ n t ɹ oʊ,1
b ɑ ɹ b ə ɹ ʃ ɑ p,1
m æ ɡ n oʊ l j ə,2
b l uː m z,3
ɪ n d ə k eɪ t ə ɹ,2
w ɛ l z,3
ɹ ʌ ɡ z,2
s oʊ k t,4
d ɹ ʌ ɡ z,1
s p iː ʃ iː z,3
d ɹ ɪ l ɪ ŋ,4
j ʌ k ə,1
ɹ ɪ p iː t ɪ d,1
l æ ð ə ɹ,1
ɹ ɪ tʃ,2
f ɪ l t ə ɹ z,1
θ ɔ ɹ n z,6
w iː d z,8
p æ s tʃ ə ɹ ə z eɪ ʃ ə n,1
s ɑ l ə d ɛ ɹ ə t iː,1
h aɪ ə s ɪ n θ s,6
aʊ t ɡ ɹ oʊ ɪ ŋ,1
ə t æ tʃ ɪ z,5
s ɪ l ə n d ə ɹ,7
t ɹ æ n s p ɔ ɹ t ɪ ŋ,1
s p ɔɪ l,1
k eɪ b ə l z,1
h æ m p ə ɹ d,1
ɪ l ɛ k t ɹ ɪ k ə l,1
j uː t ɪ l ə t iː,3
m ɔ ɹ f ɪ ŋ,1
h ɔ ɹ ɛ n d ə s l iː,1
k ɹ aɪ s t,2
f ʌ k ɪ ŋ,1
m æ ɡ n ɛ t ɪ k,6
d ɹ aʊ n ɪ ŋ,1
l iː k,5
ɹ ɪ p ɛ ɹ ɪ ŋ,3
d ɪ v aɪ d ɪ d,1
dʒ uː l iː oʊ,1
t ɛ k n ɪ k ə l,2
ɡ l ɪ tʃ,1
d ɪ v aɪ d ɪ ŋ,1
p eɪ n t ə ɹ z,1
ɡ ɹ eɪ t ɪ ŋ,3
h aʊ s w ɜː k,4
dʒ æ ɡ,1
v æ k j uː m ɪ ŋ,13
s t ɹ eɪ t ə n ɪ ŋ,5
s p l ɜː dʒ,2
z iː l ə n d,1
m æ s,5
s ə p ɹ ɛ s,1
t oʊ t s,1
s uː k ɹ oʊ s,1
s æ n d ə ɹ,3
j ɛ l p,1
ʃ iː ʃ,2
dʒ oʊ k ɪ ŋ,14
d ɪ d iː,14
ɡ ɹ ɪ z,38
p ɑ n tʃ oʊ,4
k ə ɹ ɛ k t ɪ ŋ,1
æ l f ə,1
ɹ ɛ n tʃ ɪ z,1
l ɪ m p ɪ t,3
ɛ l f,4
k ə m ɪ ʃ ə n,1
j æ p,17
tʃ ʌ k,1
ɑ ɹ d v ɑ ɹ k,2
ɹ uː s t ɪ ŋ,1
s ə f ɪ ʃ ə n t l iː,1
oʊ n ə ɹ ʃ ɪ p,1
s ʌ n d eɪ z,3
m ʌ n d iː z,1
dʒ ɑ s ə l d,3
ʌ n p ɹ ɪ d ɪ k t ə b ə l,1
s ʌ m w ʌ t,2
dʒ oʊ k ə ɹ,1
ɪ n v ɑ l v z,1
p ɹ ə d ʌ k ʃ ə n,1
oʊ v ə ɹ d uː,2
v ɪ n j ə ɹ d,5
m ɑ ɹ θ ə z,5
k ɛ l iː,1
p ɹ ɪ v ɛ n t,3
dʒ uː l iː ə n,1
t ɪ m ə θ iː,5
l ɪ ɹ ɪ k,1
d oʊ l tʃ eɪ,9
n ɑ s t ɹ ɪ l,1
l ɪ ɹ ɪ k s,2
n ə ɡ oʊ ʃ iː eɪ t,1
n ɛ b j ə l ə s,1
n ɪ t,1
b ɜː oʊ,2
v æ k s ə n eɪ ʃ ə n,3
b j ɔ ɹ n,3
d ɪ ɡ ə,3
s ɛ ɹ ə n ɡ ɛ t iː,1
p oʊ p,4
m ʌ l b ɛ ɹ iː,5
f l aʊ ə ɹ ɪ ŋ,1
f ɛ tʃ t,1
b æ tʃ ə l ə ɹ z,6
v eɪ l,5
t aʊ n z,4
k ə m p æ t ə b ə l,1
p ɑ ɹ ʃ ə l,1
k eɪ m b ɹ ɪ dʒ,1
ʌ n ɪ n v aɪ t ɪ d,2
w ʌ t ɛ v ə ɹ z,1
t ɑ l ə ɹ ə n t,1
d ɹ aʊ t,1
dʒ ɜː m ə n eɪ t,1
k w ɛ s t s,1
f ɪ l ə d ɛ l f iː ə,1
t ɹ æ n s p l æ n t,1
ɛ k s p l ə n eɪ ʃ ə n,1
w aʊ z,1
θ ʌ n d ə ɹ z,1
b eɪ t,1
n eɪ t,3
h ɑ dʒ,1
h ɛ dʒ,4
f æ n ɪ ŋ,1
ɪ ŋ,3
s ɛ n t ɪ p iː d,4
f ə n æ t ɪ k,1
f ə n æ t ɪ k s,1
s æ n s k ɹ ɪ t,1
p ɑ ɹ l ə ɹ,2
m ɪ l k ɪ ŋ,5
w iː l b ɛ ɹ oʊ z,1
m ə k d ʌ f,8
tʃ aɪ v,1
m ɪ n ə,1
tʃ aɪ v z,4
p ɔ ɹ t l ə n d,1
ɹ iː z ə n z,5
æ m ə ɹ æ n θ,5
b ʌ ɡ ɪ ŋ,1
h ɛ ð ə ɹ,1
z ɪ n iː ə z,5
dʒ ʌ ɡ ə l,6
z ɪ ɡ z æ ɡ ɪ ŋ,1
z ɪ n iː ə,1
k w ɑ n t ə t iː z,1
s uː d oʊ,1
s ɛ t ɪ ŋ z,1
d ɪ f ɔ l t,1
ə l ɛ dʒ ə d l iː,2
f ə d ɛ l ə t iː,1
m æ n j uː ə l,2
p ɹ ɑ v ə n s t aʊ n,7
h ɪ ɡ ɪ n z,2
f ɪ l ə d ɛ l f iː ə z,1
dʒ ɛ n ə ɹ eɪ t ə d,1
ɔ ɹ ɡ æ n ɪ k,11
ə n f oʊ l d,1
h j uː m ə ɹ,2
ɑ m ə n ə s,1
ɡ æ p,1
n ɛ m ə t oʊ d,3
f ɪ l ə p s,1
θ ɜː t iː ə θ,2
θ ʌ d,2
f ɪ ʃ ə ɹ,7
b uː ɡ iː,4
æ b n ə ɹ,6
z ɪ p t,1
ɹ iː p ə z ɪ ʃ ə n,1
oʊ v ə ɹ k æ s t,2
t ɜː n ə ɹ aʊ n d,1
d ɪ t ɜː ɹ ə n t,1
m ə s k iː t oʊ,2
w ɪ ʃ f ə l,3
ə s oʊ s iː eɪ t ɪ d,1
m ɪ l ɪ ŋ,1
t aɪ t ə ɹ,2
ɜː n ə s t,5
n ə t ɪ v ə t iː,1
b ɹ uː,2
l ɪ v ə ɹ,1
ɹ ɪ n uː ə l,1
n ɛ v ə ɹ ð ə l ɛ s,1
k ʊ k ɪ n,2
t ɛ n z,1
h ɜː m ə n,2
ɪ z iː,2
k æ l ə b ɹ eɪ t ə d,2
θ ɪ k n ə s,1
h ɜː d ɪ d,1
ɛ n ɡ eɪ dʒ ɪ ŋ,1
ʃ uː ɪ ŋ,1
h æ z ə ɹ d,1
l aɪ n ə s,3
ɹ iː z ə n ɪ ŋ,1
n ə ɹ iː n,1
m ɪ l iː,1
p ɛ s k iː,2
b ʌ dʒ ɪ ŋ,2
ʌ n d ɪ z,3
j oʊ d ə l,2
s l oʊ d,3
k ɹ ɔ s ɪ ŋ z,1
ə p ɡ ɹ eɪ d ɪ ŋ,1
ɪ m p l aɪ ɪ ŋ,1
θ ɜː z d eɪ z,1
ə k eɪ ʒ ə n ə l iː,1
p l eɪ s m ə n t,1
t w aɪ n,7
p ʌ z ə l ɪ ŋ,1
iː m j uː z,1
s t eɪ b ə l aɪ z ɪ ŋ,2
b ɹ ɑ k oʊ,4
ə v ɔɪ d ɪ ŋ,1
s w ɑ t ə ə ɹ,2
b ə ɹ oʊ n j ə l,1
k ʊ k aʊ t,2
s k ɪ l,1
m ə d ɪ s ə n ə l,1
ɹ ɛ z ə d uː,1
b æ θ ɹ uː m z,3
t iː n ə,3
h ɪ s ɪ ŋ,2
ɑ n ɪ k ə,4
b ɛ s iː,4
h ɪ s t,1
ə k ɑ m ə d eɪ ʃ ə n z,1
s ʌ m p tʃ w ə s,1
d æ l,13
s ə dʒ ɛ s tʃ ə n,5
dʒ æ m ə,1
ɔ ɹ ɡ ə n aɪ z ɪ ŋ,2
ɡ ʊ ɹ m eɪ,1
s ɪ v ə l aɪ z d,1
h ɛ d f oʊ n z,1
p ʌ ŋ,1
p ɹ ɪ d ɪ k t ɪ ŋ,1
w ɑ tʃ ə ɹ z,1
p l ʌ ɡ z,4
dʒ ɜː n ə l,2
s n oʊ p l aʊ,3
h æ n d iː,6
f æ k t ə ɹ ɪ ŋ,1
ɪ l æ p s t,2
ð æ t ə v,1
ð ɛ ɹ v,1
s p uː n d,1
k ɹ uː z,3
h ʌ k l b ə ɹ ɪ z,2
b l æ k b ɛ ɹ iː z,1
t ɛ k s tʃ ə ɹ,17
f l ʌ d ə d,1
ɪ n t ə ɹ ə m,1
t æ n t ɹ ə m,7
l aɪ f ɡ ɑ ɹ d z,3
ə n s t eɪ b ə l,1
d ɪ f ə k ə l t iː,1
w ɔ l d ɔ ɹ f,2
m ə h oʊ n iː,1
æ p ɹ ə k ɑ t s,1
æ k t ɪ v ə t iː,4
s ɪ ŋ k s,2
ɪ l ə s t ɹ eɪ t ə d,1
k æ θ ə ɹ ɪ n,6
ɪ n k ɹ ɛ d ə b ə l,1
ɑ s t ɛ n s ə b l iː,1
ɹ ɪ m ɑ ɹ k ə b ə l,1
ə p ɹ aɪ t,3
l ɪ k ɜː,1
p ʌ f ɪ n,6
ɡ ɹ ʌ n t ɪ ŋ,3
s l ɛ d z,2
ʃ eɪ p l iː,1
b l ɛ n d ə ɹ,5
t w ɛ n t iː ə θ,3
ɹ ɛ n t ə l z,1
l ʌ ɡ ʒ ə ɹ iː,1
s ə ɹ oʊ s ə s,1
b l ʌ f s,1
p ə θ ɛ t ɪ k,1
æ s,1
ɡ uː ɡ l ɪ ŋ,1
s k ɪ m,2
aɪ ə t oʊ l ə,2
ɹ ɪ f ɹ ɪ dʒ ə ɹ eɪ t ɪ ŋ,1
s ɪ l ə w ɛ t s,3
l uː b ɛ k,2
ɹ æ m p s,1
k ə m j uː t ə ɹ z,1
æ t l ə s,2
ɑ b l ɔ ŋ,6
b ɑ ɹ oʊ d,3
ɪ l ɪ p s,1
ɹ ə k ʌ v ə ɹ ɪ ŋ,1
s t ɛ m z,4
t ɹ ʌ f ə l,1
b ɜː b ə n,1
k l ɑ ɡ,2
k w oʊ t ə,1
k oʊ v,1
h ʌ s ə l,2
ɹ ɪ f ɹ ɪ dʒ ə ɹ eɪ t ɪ d,2
h aɪ ɡ iː n ɪ s t,2
p eɪ s t ɹ iː z,1
f ɪ ɡ z,1
f eɪ θ,1
ɹ ɪ ŋ ɡ ə l ə ɹ,1
k ʌ m f ə ɹ t,3
w aɪ t ɪ ʃ,1
m ɑ ɹ k ə t ɪ ŋ,1
s ʌ l ə v ə n,1
s oʊ n j ə,5
ɡ ɑ n d iː,4
m ə h ɑ t m ə,4
b uː t iː,1
θ w æ k ɪ ŋ,1
l æ p t ɑ p,1
s t æ f,4
t eɪ k ɪ n,1
k ə m p ɛ ɹ d,2
d oʊ t ɪ,2
s t eɪ n z,8
k ə n dʒ ɛ s t ə d,3
tʃ aɪ m ɪ ŋ,2
t ɹ eɪ d ɔ f,1
aɪ s b ɑ k s,1
m ə θ ɑ d ə k ə l,1
p ə p aɪ ə,2
s w ɛ l d,1
ɹ iː d ʌ z,1
ɡ ɹ æ n d s ʌ n z,1
k ə n oʊ l ə,1
m ɛ s ɪ z,1
s eɪ v ə ɹ,1
oʊ v ə ɹ l iː,2
ɛ m ə z,3
b ɹ uː ɪ ŋ,1
f l uː ə d,6
s ɜː f b ɔ ɹ d,2
s ɜː f ɪ ŋ,8
s æ l,6
s ɜː f,4
s w ɛ ɹ ɪ ŋ,1
k l ʌ s t ə ɹ z,1
k ɑ n s ə n ə n t,1
p ɑ s tʃ ə ɹ z,2
t ɜː m ə ɹ ɪ k,1
p aɪ p ə ɹ z,2
p ɑ ɹ t ɹ ə dʒ,2
ɪ k s ɛ s ɪ v l iː,1
s æ l z,1
tʃ oʊ,2
b ɜː p t,2
b iː tʃ ə z,2
f l æ t ə n ɪ ŋ,1
w ʌ t ə l,4
tʃ eɪ m b ə ɹ z,1
ɪ n k w aɪ ɹ iː,1
s m ʌ dʒ ɪ z,3
f aɪ l z,1
m iː d iː ə,1
n ʌ t iː,6
p ɪ k ə ɹ ə l,1
p l ʌ n dʒ ɪ z,1
b l ɪ ŋ k s,1
b æ k s iː t,1
p aɪ n z,1
s t ɹ æ d ə l,2
m eɪ n dʒ iː,1
ɹ ɪ z aɪ n d,1
k æ m b ə l,1
æ l ɪ s t ɛ ɹ,1
s aɪ k ə l,8
b l ɛ ɹ,1
f ɪ ɡ j ə ɹ z,1
k iː ɹ ə n,4
b ɹ ʌ n z w ɪ k,1
n æ b,1
d æ ɡ,1
tʃ ɪ l iː z,1
ə n p æ k ɪ ŋ,1
p ə z ɪ ʃ ə n z,6
t ɹ æ k ʃ ə n,1
t ɛ s t s,1
k oʊ ɑ p ə ɹ eɪ ʃ ə n,3
k ɹ ɪ s t ə l aɪ z d,2
p ʌ b l ɪ ʃ,1
s ɛ m iː,2
l ɑ ð ə d,1
s ʌ p ə z ɪ ʃ ə n,1
t ɹ aɪ s ɪ k l z,1
t uː θ eɪ k,6
t uː θ eɪ k s,1
ɡ ɛ ɹ ə n t iː,1
f iː oʊ n ə,1
s ʌ f ə ɹ,1
b ʌ n tʃ ə z,2
l ʌ v ə ɹ z,2
ɹ ɪ tʃ m ə n d,1
s ə k s ɛ s f ə l,1
l aɪ ə n ə l,2
l ɪ ŋ ɡ w iː n iː,3
k ɑ ɹ m ə n,5
ə p iː l ɪ ŋ,2
k æ v ə t iː,3
h aɪ æ n ɪ s,1
p ɹ ɑ d ɪ ɡ ə l,2
ɪ ŋ ɡ l ə n d ə ɹ z,1
b ɜː tʃ,2
d oʊ p,1
k æ v ɪ t iː z,3
k oʊ d,1
k l ɑ z ə t s,1
m oʊ m ə,8
h ɑ ɹ d w ʊ d,1
k æ n s ə l ɪ ŋ,1
p æ p ɹ iː k ə,4
m eɪ k ɪ n,3
n æ ɡ,2
ɪ m p ɹ ə v aɪ z d,1
dʒ ɜː k t,1
p æ p ɪ,8
t ɛ k s tʃ ə ɹ z,6
ɹ æ m b ʌ ŋ k ʃ ə s l ɪ,1
s t ɹ ɪ ŋ ɪ ŋ,3
l iː k t,2
b æ n d iː,2
t aʊ n h aʊ s,1
s k w ɛ l tʃ,2
k ɔ ɹ iː æ n d ə ɹ,1
d aɪ s ɪ ŋ,1
s l aɪ s ɪ ŋ,4
ɜː θ w ɜː m,2
dʒ ɔ ɹ dʒ iː,3
s l ɪ ð ə ɹ ɪ ŋ,1
ɹ ɑ b,2
s l ɑ p,5
p æ n d ə z,2
n iː d ə l,3
m ʌ z l ə n,1
ɪ k s p ɛ k t ə d,2
s t ʌ m p t,1
ɪ ɡ z æ m ɪ n ɪ ŋ,2
p ɔ m,6
t aɪ d ɪ l ɪ,5
l uː s ɪ n d ə,3
b ɜː n ə ɹ,1
m aɪ k ɛ l ə,4
ʃ eɪ v ɪ ŋ z,1
m ɛ ʒ ə ɹ z,5
d ɪ s k ɹ aɪ b ɪ ŋ,1
p ə ɹ æ m b j ʊ l eɪ t ə ə ɹ,1
s k ʌ f ə l ɪ ŋ,1
p ɹ ɛ z ə n t l iː,1
s k ɜː t ɪ ŋ,1
v ɛ n tʃ ə ɹ d,1
d ɛ n t ə s t s,1
h ɑ ɹ θ,3
k ɔ ʃ ə s l iː,1
ə n p l ɛ z ə n t,2
s k w iː k t,4
ə l aɪ z,1
ʃ ɛ ɹ ə f,2
b l æ k b ə ɹ d z,4
l ɪ t ə ɹ,2
t ɑ ŋ z,8
ɹ æ ʃ,9
ə n p æ k t,1
w ɔ t ə ɹ iː,3
b ɑ ɹ k t,1
k æ l k j ə l eɪ t ɪ d,1
ɹ iː ə ʃ ʊ ɹ,1
m ɑ p t,1
m ɑ p ɪ ŋ,3
s iː s ɔ z,1
s ə ɹ ɪ n dʒ,5
s ɛ n t ɪ p iː d z,1
æ dʒ ɪ k t ɪ v,1
æ dʒ ɪ k t ɪ v z,3
d ɪ s k ɹ aɪ b z,1
s p aɪ s iː ə ə ɹ,2
ɪ m p ɔ ɹ t ə n t l iː,1
k ɹ aʊ d ɪ ŋ,1
v ɛ n t,1
dʒ ɪ m n æ s t ɪ k s,3
k ə m ɪ l ə,1
l ɛ n t ə l,1
t s oʊ,3
j uː k ə l ɪ p t ə s,3
l ɑ ɹ z,9
dʒ ɜː n iː z,2
v ɛ ɹ iː eɪ ʃ ə n,1
d ɪ m æ n d ɪ ŋ,1
k ə n ɛ k ʃ ə n,2
w ɑ n t ɪ ŋ,9
ɪ m ɜː dʒ ə n s iː z,3
w ɪ tʃ ɪ z,6
k ɑ ɹ d ə m ə m,3
oʊ v l z,3
ɑ b l ɑ ŋ z,1
s æ ɡ,1
ɪ n t ə ɹ v ə l,1
ɪ ɡ z æ m ɪ n,9
h aɪ l iː,1
d ɪ p s,2
s k oʊ p,1
f ɪ n ɪ ʃ ɪ z,4
ɡ ɹ aʊ n d z,1
m ɪ s ə n d ə ɹ s t æ n d ɪ ŋ,1
f ɑ s t ə ɹ,1
k æ n ə n b ɔ l,1
w ɔ b æ ʃ,1
t ɹ ɛ d m ɪ l,11
b ɜː ɡ ə ɹ,3
s p ɹ æ t,2
v æ l v,3
ɛ k s ə m ə,7
p ɑ t h oʊ l z,1
p eɪ z,1
t ɹ æ n z l eɪ t,1
h aɪ b ə n eɪ t ɪ ŋ,3
v ɛ t ɹ ə n ɛ ɹ iː,17
s t ɔ l z,2
s t ɹ oʊ l,2
p ɹ iː s k uː l,5
k ɛ m,1
tʃ ɑ p s t ɪ k,1
θ ɛ ɹ ə p ə s t,1
f æ t s,1
w ʊ d p ɛ k ə ɹ z,1
k j uː m ə n,1
l eɪ s ɪ ŋ,3
f ɹ eɪ m d,1
ɪ n h eɪ l,2
ɛ m ɪ t,2
s ɪ k j ʊ ɹ l iː,1
ɹ eɪ p ɪ ŋ,1
m ə t æ l ɪ k,5
dʒ æ k ə,1
p oʊ tʃ ɪ ŋ,1
ɹ ɪ z ɜː v,1
ɪ n t ə ɹ f ɪ ɹ ə n s,2
k ɔ ɹ n m iː l,1
ɹ ɪ s iː t,1
s k ɹ æ p s,7
ɑ l m ə n,2
k ɹ iː k ɪ ŋ,4
ɔ ɹ iː ɡ ɑ m iː,9
w ɔ t,3
s t ɔ l,2
k ɔɪ n,2
ɹ ɑ d n iː,3
v ɪ k t ɔ ɹ iː ə,3
p aɪ k s,3
ɪ n dʒ ə ɹ iː,5
v ɛ t ɹ ə n ɛ ɹ iː ə n z,2
t ɹ iː t ɪ d,2
æ l ə n z,1
t iː l,1
m æ l ə ɹ d,19
tʃ aʊ d ə ɹ,2
ɛ ɡ ɹ ə t,4
d uː d l ɪ ŋ,2
ɡ ʌ l,3
θ ɹ oʊ t ɪ d,5
f uː t ɑ n,1
f l uː ə d z,1
p ɛ l ɪ k ə n z,1
j ʊ ɹ iː k ə,1
ɹ ɪ p l eɪ s ɪ ŋ,2
ð ɛ ɹ f ɔ ɹ,1
f oʊ t oʊ k ɑ p iː ə ɹ,2
s aɪ t s,1
s iː æ t ə l,1
ɹ iː t eɪ l,1
ə s uː m,3
n ɑ k t ɜː n ə l,3
s k æ t ə ɹ d,2
n æ v ɹ æ t ɪ l oʊ v ə,1
m ɑ ɹ t iː n ə,1
ə n h æ p iː n ɪ s,1
s ɔ k,1
dʒ oʊ n ə s,1
z ɪ n eɪ d ə,3
t ʌ n z,6
ə s t ɛ ɹ,2
ɔ ɹ ɡ ə n aɪ z,4
ɔ s t ɪ n,1
d ɛ z m ə n d,1
m ɜː l ɪ t,3
s ʌ n ɹ aɪ z,1
ʌ n t uː,2
k ə m ɪ t iː,3
w ɛ l k ə m ɪ ŋ,3
w iː z ə l,18
t ɹ æ n s m ɪ t ɪ ŋ,1
p ɹ ə t ɛ k t ɪ ŋ,2
k ɑ ɹ b iː,1
s w ɑ l oʊ z,1
s m ʌ dʒ,1
k ə m b aɪ n ɪ ŋ,2
ə n ɔɪ d,1
b ɹ ɪ s ə l z,3
d ɹ iː m ə ɹ,3
h ʊ v z,5
s k w ɜː m,1
m ɪ s p l eɪ s t,1
b ʌ k l ɪ ŋ,1
b ɹ uː s t ə ɹ,2
f oʊ t oʊ k ɑ p iː ɪ ŋ,2
b iː k ə n,2
d ɜː t ɪ z,1
l uː ɪ s b ə ɹ ɡ,1
ʌ d ə z,2
h ɑ s p ɪ t ə l z,1
d ɪ s p l eɪ,1
t aɪ p t,2
t aɪ n iː ə s t,3
s k uː t ə ɹ z,2
l ɛ f t oʊ v ə ɹ,2
t ɹ æ n z m ɪ t,2
ɪ n k oʊ h ɪ ɹ ə n t,1
p ɛ ɹ ə,2
f ɪ k s tʃ ə ɹ z,1
t ɹ æ k ɪ ŋ,1
t ɹ ɪ v ɪ t,1
d ɪ l aɪ t s,3
ɜː θ l iː,4
dʒ æ m b ə ɹ iː,5
s p ɛ ʃ ə l z,1
ɡ l eɪ z,1
b ɑ l s ɑ m ɪ k,1
t ɹ æ n z,1
ɪ ɡ z æ m ə n eɪ ʃ ə n,7
ɹ æ v iː oʊ l iː,2
s k æ l ə p s,1
s ɪ ɹ d,1
w ɪ tʃ ɛ v ə ɹ,3
b uː j ə b ɛ s,1
ɹ iː ə k ɜː,1
ɹ iː p l eɪ s t,3
s iː f uː d,1
æ p ə t aɪ z ə ɹ,2
k æ m,1
dʒ ɛ ɹ ə m iː,1
d ɪ p ɛ n d,1
h æ n d l ɪ ŋ,4
s p iː k ə ɹ z,3
k ɹ eɪ t,5
ɹ æ d ɪ ʃ,1
k iː l,1
d oʊ k,1
s t ʌ b d,5
f oʊ t oʊ k ɑ p iː,1
ɹ ɑ d z,2
k ə n s ɪ d ə ɹ d,3
dʒ ɛ m iː m ə,2
f ɑ ɹ m ə s iː,4
f ɜː n z,3
n ɜː d,1
m ɪ l k t,1
b æ n d ə dʒ d,1
tʃ æ t ə ɹ,2
p æ s p ɔ ɹ t,2
ɡ ɹ æ n d p ɛ ɹ ə n t,1
k ə n ɛ k t s,2
v iː,3
m iː z ə l z,1
s l aɪ t,2
m æ ʃ ɪ ŋ,1
ɛ ɹ l aɪ n,2
h oʊ l s t iː n,3
b l ɪ z ə ɹ d,4
b l ɪ z ə ɹ d z,1
ɡ ɜː n z iː,4
ɛ l ə,12
f ɹ æ k tʃ ə ɹ,1
b aɪ ə ɹ z,1
v ɪ d iː oʊ t eɪ p ɪ ŋ,2
l æ m ə n ə t,1
ɹ ɑ b ə ɹ z,3
m ɔɪ s tʃ ə ɹ,1
ɹ ɑ b ə ɹ,1
k eɪ ɑ s,14
h j uː m ɪ d ə t iː,3
ə f ɛ k t ɪ d,2
h j uː m ə d,2
d w ɑ n,1
h iː t ə d,4
b ɛ ɹ f ʊ t,1
dʒ ɔ,3
f ɹ ɪ k ʃ ə n,1
d ʌ ŋ k ə n,2
b ɜː d ɪ k,1
p ə ɹ ɪ m ə t ə ɹ,1
d ɛ v ə n,1
ɪ m p ɔ ɹ t ɪ d,1
ɹ ɑ b ə ɹ iː,1
ɡ ɹ ʌ b iː,2
ɜː b z,1
w ɑ l oʊ,1
ɹ uː l ə ɹ z,2
j ɑ ɹ d s t ɪ k s,1
k ɑ p ə ɹ,2
j uː n j ə n z,1
ɑ ɹ k t ɪ k,7
l ɛ ŋ k θ s,1
dʒ ʌ t,1
ɹ æ m b ʌ ŋ k ʃ ə s,1
t ɪ ŋ,12
n ɛ k t ə ɹ ɪ n z,2
n ɑ tʃ,1
æ k j ə ɹ ə t,1
s k æ m d,1
j oʊ d ə l ɪ ŋ,1
m uː v ə ɹ,2
n ɛ k t ə ɹ ɪ n,1
d ɪ p ɪ ŋ,1
d oʊ l,1
k uː k iː,1
ɪ m p eɪ ʃ ə n t,1
ɹ ə s iː v ə ɹ z,1
s ʌ k ə l,2
f æ k s,8
n uː t ɹ ɪ ʃ ə n,1
f ɹ æ n s ɪ s k oʊ,2
s æ n,2
ʃ ɪ p t,1
ɹ ə ɡ ɹ ɛ t,1
ɪ k s p ɪ ɹ iː ə n s,3
k ɑ z ə z,2
b ɹ ʌ ʃ t,4
ə l æ s k ə n,1
k ɹ uː d,6
æ k t s,1
v æ l d ɛ z,5
ɡ l aɪ d ɪ d,1
ɛ k s ɑ n,5
ɡ æ l ə n z,2
t ɹ aɪ ɪ dʒ,1
l ɛ ɡ ɪ ŋ z,5
p uː l z,2
ɹ oʊ t iː,3
