word	phonetic	syllabic
substitutions	s ʌ b s t ɪ t j uː ʃ ə n z	
substrate	s ʌ b s t ɹ eɪ t	
substrates	s ʌ b s t ɹ eɪ t s	
subsurface	s ʌ b s ɜː f ə s	
subsystem	s ʌ b s ɪ s t ə m	
subsystems	s ʌ b s ɪ s t ə m z	
subterfuge	s ʌ b t ə ɹ f j uː dʒ	
subterranean	s ə b t ə ɹ eɪ n iː ə n	
subtext	s ʌ b t ɛ k s t	
subtitle	s ʌ b t aɪ t ə l	
subtitled	s ʌ b t aɪ t ə l d	
subtitles	s ʌ b t aɪ t ə l z	
subtle	s ʌ t ə l	
subtler	s ʌ t ə l ə ɹ	
subtleties	s ʌ t ə l t iː z	
subtlety	s ʌ t ə l t iː	
subtly	s ʌ t ə l iː	
subtract	s ə b t ɹ æ k t	
subtracted	s ə b t ɹ æ k t ɪ d	
subtracting	s ə b t ɹ æ k t ɪ ŋ	
subtraction	s ə b t ɹ æ k ʃ ə n	
subtype	s ʌ b t aɪ p	
subtyping	s ʌ b t aɪ p ɪ ŋ	
subunit	s ʌ b j uː n ɪ t	
subunits	s ʌ b j uː n ɪ t s	
suburb	s ʌ b ə ɹ b	
suburb's	s ʌ b ə ɹ b z	
suburban	s ə b ɜː b ə n	
suburbanite	s ə b ɜː b ə n aɪ t	
suburbanites	s ə b ɜː b ə n aɪ t s	
suburbanization	s ə b ɜː b ə n ɪ z eɪ ʃ ə n	
suburbanize	s ə b ɜː b ə n aɪ z	
suburbans	s ə b ɜː b ə n z	
suburbia	s ə b ɜː b iː ə	
suburbs	s ʌ b ə ɹ b z	
subversion	s ə b v ɜː ʒ ə n	
subversive	s ə b v ɜː s ɪ v	
subversives	s ə b v ɜː s ɪ v z	
subvert	s ə b v ɜː t	
subverted	s ə b v ɜː t ɪ d	
subverting	s ə b v ɜː t ɪ ŋ	
subverts	s ə b v ɜː t s	
subvolcanic	s ʌ b v ɑ l k æ n ɪ k	
subway	s ʌ b w eɪ	
subway's	s ʌ b w eɪ z	
subways	s ʌ b w eɪ z	
subzero	s ʌ b z ɪ ɹ oʊ	
suc	s ʌ k	
succeed	s ə k s iː d	
succeeded	s ə k s iː d ɪ d	
succeeding	s ə k s iː d ɪ ŋ	
succeeds	s ə k s iː d z	
success	s ə k s ɛ s	
successes	s ə k s ɛ s ə z	
successful	s ə k s ɛ s f ə l	
successfully	s ə k s ɛ s f ə l iː	
succession	s ə k s ɛ ʃ ə n	
successive	s ə k s ɛ s ɪ v	
successively	s ə k s ɛ s ɪ v l iː	
successor	s ə k s ɛ s ə ɹ	
successors	s ə k s ɛ s ə ɹ z	
succinct	s ə k s ɪ ŋ k t	
succinctly	s ə k s ɪ ŋ k t l iː	
succor	s ʌ k ə ɹ	
succulent	s ʌ k j ə l ɪ n t	
succulents	s ʌ k j ə l ə n t s	
succumb	s ə k ʌ m	
succumbed	s ə k ʌ m d	
succumbing	s ə k ʌ m ɪ ŋ	
succumbs	s ə k ʌ m z	
such	s ʌ tʃ	
suchan	s ʌ tʃ ə n	
suchanek	s ʌ k ə n ɪ k	
suchard	s uː ʃ ɑ ɹ d	
sucharski	s ə k ɑ ɹ s k iː	
suchecki	s ə k ɛ k iː	
sucher	s ʌ tʃ ə ɹ	
suchinda	s uː tʃ ɪ n d ə	
suchocki	s ə k ɑ k iː	
suchomel	s ʌ k oʊ m ɛ l	
suchy	s ʌ tʃ iː	
suck	s ʌ k	
sucked	s ʌ k t	
sucker	s ʌ k ə ɹ	
suckered	s ʌ k ə ɹ d	
suckers	s ʌ k ə ɹ z	
sucking	s ʌ k ɪ ŋ	
suckle	s ʌ k ə l	
suckling	s ʌ k l ɪ ŋ	
suckow	s ʌ k aʊ	
suckrow	s ʌ k ɹ oʊ	
sucks	s ʌ k s	
sucralose	s uː k ɹ ə l oʊ s	
sucre	s uː k ə ɹ	
sucrose	s uː k ɹ oʊ s	
suction	s ʌ k ʃ ə n	
suda	s uː d ə	
sudafed	s uː d ə f ɛ d	
sudan	s uː d æ n	
sudan's	s uː d æ n z	
sudanese	s uː d ə n iː z	
sudano	s uː d ɑ n oʊ	
sudbeck	s ʌ d b ɛ k	
sudberry	s ʌ d b ɛ ɹ iː	
sudbury	s ʌ d b ɛ ɹ iː	
sudbury's	s ʌ d b ɛ ɹ iː z	
sudd	s ʌ d	
suddam	s ʌ d ɑ m	
suddam's	s ʌ d ɑ m z	
suddarth	s ʌ d ɑ ɹ θ	
suddath	s ʌ d ə θ	
sudden	s ʌ d ə n	
suddenly	s ʌ d ə n l iː	
suddenness	s ʌ d ə n n ə s	
sudderth	s ʌ d ə ɹ θ	
suddeth	s ʌ d ɪ θ	
suddreth	s ʌ d ɹ ɪ θ	
sudduth	s ʌ d ə θ	
suder	s uː d ə ɹ	
suderman	s uː d ə ɹ m ə n	
sudler	s uː d ə l ə ɹ	
sudol	s uː d ə l	
suds	s ʌ d z	
sue	s uː	
sued	s uː d	
suede	s w eɪ d	
suedes	s w eɪ d z	
sueker	s uː k ə ɹ	
suen	s uː n	
sues	s uː z	
suess	s w ɪ s	
suey	s uː iː	
suez	s uː ɛ z	
suez's	s uː ɛ z ɪ z	
suffer	s ʌ f ə ɹ	
suffered	s ʌ f ə ɹ d	
sufferer	s ʌ f ə ɹ ə ɹ	
sufferers	s ʌ f ə ɹ ə ɹ z	
suffering	s ʌ f ə ɹ ɪ ŋ	
sufferings	s ʌ f ə ɹ ɪ ŋ z	
suffern	s ʌ f ə ɹ n	
suffers	s ʌ f ə ɹ z	
suffice	s ə f aɪ s	
sufficed	s ə f aɪ s t	
suffices	s ə f aɪ s ɪ z	
sufficiency	s ə f ɪ ʃ ə n s iː	
sufficient	s ə f ɪ ʃ ə n t	
sufficiently	s ə f ɪ ʃ ə n t l iː	
suffield	s ʌ f iː l d	
suffield's	s ʌ f iː l d z	
suffix	s ʌ f ɪ k s	
suffocate	s ʌ f ə k eɪ t	
suffocated	s ʌ f ə k eɪ t ɪ d	
suffocating	s ʌ f ə k eɪ t ɪ ŋ	
suffocation	s ʌ f ə k eɪ ʃ ə n	
suffolk	s ʌ f ə k	
suffrage	s ʌ f ɹ ɪ dʒ	
suffragette	s ʌ f ɹ ə dʒ ɛ t	
suffragettes	s ʌ f ɹ ə dʒ ɛ t s	
suffragist	s ʌ f ɹ ə dʒ ɪ s t	
suffragists	s ʌ f ɹ ə dʒ ɪ s t s	
suffuse	s ə f j uː z	
suffused	s ə f j uː z d	
suffuses	s ə f j uː z ɪ z	
suffusing	s ə f j uː z ɪ ŋ	
sugar	ʃ ʊ ɡ ə ɹ	
sugar's	ʃ ʊ ɡ ə ɹ z	
sugarcane	ʃ ʊ ɡ ə ɹ k eɪ n	
sugared	ʃ ʊ ɡ ə ɹ d	
sugarman	ʃ ʊ ɡ ə ɹ m ə n	
sugars	ʃ ʊ ɡ ə ɹ z	
sugary	ʃ ʊ ɡ ə ɹ iː	
sugden	s ʌ ɡ d ə n	
sugerman	s uː ɡ ə ɹ m ə n	
sugg	s ʌ ɡ	
suggest	s ə dʒ ɛ s t	
suggested	s ə dʒ ɛ s t ɪ d	
suggestible	s ə dʒ ɛ s t ə b ə l	
suggesting	s ə dʒ ɛ s t ɪ ŋ	
suggestion	s ə dʒ ɛ s tʃ ə n	
suggestions	s ə dʒ ɛ s tʃ ə n z	
suggestive	s ə dʒ ɛ s t ɪ v	
suggestiveness	s ə dʒ ɛ s t ɪ v n ə s	
suggests	s ə dʒ ɛ s t s	
suggs	s ʌ ɡ z	
sugihara	s uː ɡ iː h ɑ ɹ ə	
sugimoto	s uː ɡ iː m oʊ t oʊ	
sugiyama	s uː ɡ iː j ɑ m ə	
sugrue	s ʌ ɡ ɹ uː	
suh	s ʌ	
suharto	s uː h ɑ ɹ t oʊ	
suharto's	s uː h ɑ ɹ t oʊ z	
suhler	s uː l ə ɹ	
suhm	s uː m	
suhr	s ʊ ɹ	
suhre	s ʊ ɹ	
suhua	s uː h w ɑ	
suhud	s uː h ʊ d	
sui	s uː iː	
suicidal	s uː ə s aɪ d ə l	
suicide	s uː ə s aɪ d	
suicides	s uː ə s aɪ d z	
suing	s uː ɪ ŋ	
suire	s ʊ ɹ	
suisse	s w ɪ s	
suisse's	s w ɪ s ɪ z	
suit	s uː t	
suit's	s uː t s	
suitability	s uː t ə b ɪ l ɪ t iː	
suitable	s uː t ə b ə l	
suitably	s uː t ə b l iː	
suitcase	s uː t k eɪ s	
suitcases	s uː t k eɪ s ɪ z	
suite	s w iː t	
suited	s uː t ɪ d	
suiter	s uː t ə ɹ	
suites	s w iː t s	
suiting	s uː t ɪ ŋ	
suitor	s uː t ə ɹ	
suitor's	s uː t ə ɹ z	
suitors	s uː t ə ɹ z	
suits	s uː t s	
suitt	s uː t	
suk	s ʌ k	
sukarno	s uː k ɑ ɹ n oʊ	
sukarno's	s uː k ɑ ɹ n oʊ z	
sukey	s uː k iː	
sukharev	s ʌ k ə ɹ ə v	
sukhumi	s uː k uː m iː	
suki	s uː k iː	
sukiyaki	s uː k iː ɑ k iː	
sukru	s ʊ k ɹ uː	
sukthankar	s uː k t ɑ ŋ k ɑ ɹ	
sukup	s uː k ə p	
sul	s ʌ l	
sulak	s uː l ə k	
sulawesi	s uː l ə w ɛ s iː	
sulcer	s ʌ l s ə ɹ	
sulek	s uː l ɪ k	
suleski	s j uː l ɛ s k iː	
sulewski	s j uː l ɛ f s k iː	
suleyman	s uː l iː m ə n	
sulfa	s ʌ l f ə	
sulfate	s ʌ l f eɪ t	
sulfide	s ʌ l f aɪ d	
sulfite	s ʌ l f aɪ t	
sulfites	s ʌ l f aɪ t s	
sulfur	s ʌ l f ə ɹ	
sulfuric	s ə l f j ʊ ɹ ɪ k	
sulfurophane	s ʌ l f ə ɹ ə f eɪ n	
sulgrave	s ʌ l ɡ ɹ eɪ v	
sulik	s uː l ɪ k	
sulk	s ʌ l k	
sulked	s ʌ l k t	
sulking	s ʌ l k ɪ ŋ	
sulkowski	s ə l k ɔ f s k iː	
sullen	s ʌ l ə n	
sullenberger	s ʌ l ə n b ə ɹ ɡ ə ɹ	
sullenger	s uː l ɪ n dʒ ə ɹ	
sullens	s ʌ l ə n z	
sullie	s ʌ l iː	
sullied	s ʌ l iː d	
sullinger	s ʌ l ɪ ŋ ə ɹ	
sullins	s ʌ l ɪ n z	
sullivan	s ʌ l ə v ə n	
sullivan's	s ʌ l ɪ v ə n z	
sullivans	s ʌ l ɪ v ə n z	
sullivant	s ʌ l ɪ v ə n t	
sullo	s uː l oʊ	
sully	s ʌ l iː	
sulpetro	s uː l p ɛ t ɹ oʊ	
sulphate	s ʌ l f eɪ t	
sulphates	s ʌ l f eɪ t s	
sulphur	s ʌ l f ə ɹ	
sulser	s ʌ l s ə ɹ	
sult	s ʌ l t	
sultan	s ʌ l t ə n	
sultan's	s ʌ l t ə n z	
sultanate	s ʌ l t ə n ə t	
sultans	s ʌ l t ə n z	
sulton	s ʌ l t ə n	
sultry	s ʌ l t ɹ iː	
sulya	s uː l j ə	
sulzbach	s ʌ l z b ɑ k	
sulzberger	s ʌ l t s b ə ɹ ɡ ə ɹ	
sulzer	s ʌ l z ə ɹ	
sum	s ʌ m	
suma	s uː m ə	
sumac	s uː m æ k	
suman	s uː m ə n	
sumarlin	s uː m ɑ ɹ l ɪ n	
sumatoma	s uː m ə t oʊ m ə	
sumatomo	s uː m ə t oʊ m oʊ	
sumatra	s uː m ɑ t ɹ ə	
sumatran	s uː m ɑ t ɹ ə n	
sumeria	s ə m ɜː iː ə	
sumerlin	s ʌ m ə ɹ l ɪ n	
sumgait	s ə m ɡ eɪ t	
sumida	s uː m iː d ə	
suminski	s ə m ɪ n s k iː	
sumita	s uː m iː t ə	
sumita's	s uː m iː t ə z	
sumitomo	s uː m ɪ t oʊ m oʊ	
sumitomo's	s uː m ɪ t oʊ m oʊ z	
sumler	s ʌ m l ə ɹ	
sumlin	s ʌ m l ɪ n	
summa	s uː m ə	
summagraphic	s ʌ m ə ɡ ɹ æ f ɪ k	
summagraphics	s ʌ m ə ɡ ɹ æ f ɪ k s	
summar	s ʌ m ə ɹ	
summaries	s ʌ m ə ɹ iː z	
summarily	s ə m ɛ ɹ ɪ l iː	
summarize	s ʌ m ə ɹ aɪ z	
summarized	s ʌ m ə ɹ aɪ z d	
summarizes	s ʌ m ə ɹ aɪ z ɪ z	
summarizing	s ʌ m ə ɹ aɪ z ɪ ŋ	
summary	s ʌ m ə ɹ iː	
summation	s ə m eɪ ʃ ə n	
summations	s ə m eɪ ʃ ə n z	
summcorp	s ʌ m k ɔ ɹ p	
summed	s ʌ m d	
summer	s ʌ m ə ɹ	
summer's	s ʌ m ə ɹ z	
summerall	s ʌ m ə ɹ ɔ l	
summerfield	s ʌ m ə ɹ f iː l d	
summerford	s ʌ m ə ɹ f ə ɹ d	
summerhill	s ʌ m ə ɹ h ɪ l	
summerlin	s ʌ m ə ɹ l ɪ n	
summerour	s ʌ m ə ɹ ə ɹ	
summers	s ʌ m ə ɹ z	
summers's	s ʌ m ə ɹ z ɪ z	
summerson	s ʌ m ə ɹ s ə n	
summertime	s ʌ m ə ɹ t aɪ m	
summerville	s ʌ m ə ɹ v ɪ l	
summey	s ʌ m iː	
summing	s ʌ m ɪ ŋ	
summit	s ʌ m ə t	
summit's	s ʌ m ə t s	
summiteer	s ʌ m ɪ t ɪ ɹ	
summiteers	s ʌ m ɪ t ɪ ɹ z	
summitry	s ʌ m ɪ t ɹ iː	
summits	s ʌ m ɪ t s	
summitt	s ʌ m ɪ t	
summitville	s ʌ m ɪ t v ɪ l	
summon	s ʌ m ə n	
summoned	s ʌ m ə n d	
summoning	s ʌ m ə n ɪ ŋ	
summons	s ʌ m ə n z	
summonsed	s ʌ m ə n z d	
summonses	s ʌ m ə n z ɪ z	
summor's	s ʌ m ə ɹ z	
summum	s ʌ m ə m	
summy	s ʌ m iː	
sumner	s ʌ m n ə ɹ	
sumners	s ʌ m n ə ɹ z	
sumo	s uː m oʊ	
sump	s ʌ m p	
sumpter	s ʌ m p t ə ɹ	
sumptuous	s ʌ m p tʃ w ə s	
sumrall	s ʌ m ɹ ə l	
sumrell	s uː m ɹ eɪ l	
sumrow	s ʌ m ɹ oʊ	
sums	s ʌ m z	
sumter	s ʌ m t ə ɹ	
sun	s ʌ n	
sun's	s ʌ n z	
sunamerica	s ʌ n ə m ɛ ɹ ə k ə	
sunau	s uː n aʊ	
sunbath	s ʌ n b æ θ	
sunbathe	s ʌ n b eɪ ð	
sunbathing	s ʌ n b eɪ ð ɪ ŋ	
sunbeam	s ʌ n b iː m	
sunbeam's	s ʌ n b iː m z	
sunbelt	s ʌ n b ɛ l t	
sunbelt's	s ʌ n b ɛ l t s	
sunbird	s ʌ n b ɜː d	
sunbirds	s ʌ n b ɜː d z	
sunburn	s ʌ n b ɜː n	
sunburned	s ʌ n b ɜː n d	
suncoast	s ʌ n k oʊ s t	
suncook	s ʌ n k ʊ k	
suncor	s ʌ n k ɔ ɹ	
sund	s ʌ n d	
sundae	s ʌ n d eɪ	
sundae's	s ʌ n d eɪ z	
sundahl	s ʌ n d ɑ l	
sundai	s ə n d aɪ	
sundance	s ʌ n d æ n s	
sundar	s uː n d ɑ ɹ	
sundararajan	s uː n d ɑ ɹ ə ɹ ɑ dʒ ə n	
sunday	s ʌ n d eɪ	
sunday's	s ʌ n d eɪ z	
sundays	s ʌ n d eɪ z	
sundberg	s ʌ n d b ə ɹ ɡ	
sundby	s ʌ n d b iː	
sunde	s ʌ n d	
sundeen	s ʌ n d iː n	
sundell	s ʌ n d ə l	
sunder	s ʌ n d ə ɹ	
sunderland	s ʌ n d ə ɹ l ə n d	
sunderlin	s ʌ n d ə ɹ l ɪ n	
sunderman	s ʌ n d ə ɹ m ə n	
sundermeyer	s ʌ n d ə ɹ m aɪ ə ɹ	
sundews	s ʌ n d uː z	
sundheim	s ʌ n d h aɪ m	
sundial	s ʌ n d aɪ l	
sundin	s ʌ n d ə n	
sundlun	s ʌ n d l ə n	
sundown	s ʌ n d aʊ n	
sundquist	s ʌ n d k w ɪ s t	
sundry	s ʌ n d ɹ iː	
sundstrand	s ʌ n d s t ɹ æ n d	
sundstrom	s ʌ n d s t ɹ ə m	
sundt	s ʌ n t	
sundy	s ʌ n d iː	
sunfire	s ʌ n f aɪ ɹ	
sunfish	s ʌ n f ɪ ʃ	
sunflower	s ʌ n f l aʊ ə ɹ	
sunflowers	s ʌ n f l aʊ ə ɹ z	
sung	s ʌ ŋ	
sung's	s ʌ ŋ z	
sungard	s ʌ n ɡ ɑ ɹ d	
sungard's	s ʌ n ɡ ɑ ɹ d z	
sunglass	s ʌ n ɡ l æ s	
sunglasses	s ʌ n ɡ l æ s ɪ z	
sungroup	s ʌ n ɡ ɹ uː p	
suni	s uː n iː	
sunia	s uː n iː ə	
suniga	s uː n iː ɡ ə	
sunil	s uː n ɪ l	
sunk	s ʌ ŋ k	
sunken	s ʌ ŋ k ə n	
sunkist	s ʌ n k ɪ s t	
sunland	s ʌ n l æ n d	
sunlight	s ʌ n l aɪ t	
sunlit	s ʌ n l ɪ t	
sunlite	s ʌ n l aɪ t	
sunni	s uː n iː	
sunning	s ʌ n ɪ ŋ	
sunnis	s ʊ n iː z	
sunny	s ʌ n iː	
sunnyside	s ʌ n iː s aɪ d	
sunnyvale	s ʌ n iː v eɪ l	
sunobe	s uː n oʊ b iː	
sunobe's	s uː n oʊ b iː z	
sunoco	s ɪ n oʊ k oʊ	
sunpoint	s ʌ n p ɔɪ n t	
sunrise	s ʌ n ɹ aɪ z	
sunrise's	s ʌ n ɹ aɪ z ɪ z	
sunroof	s ʌ n ɹ uː f	
sunroom	s ʌ n ɹ uː m	
suns	s ʌ n z	
sunscreen	s ə n s k ɹ iː n	
sunscreens	s ə n s k ɹ iː n z	
sunseri	s ə n s ɛ ɹ iː	
sunset	s ʌ n s ɛ t	
sunsets	s ʌ n s ɛ t s	
sunshine	s ʌ n ʃ aɪ n	
sunshine's	s ʌ n ʃ aɪ n z	
sunshiny	s ʌ n ʃ aɪ n iː	
sunspot	s ʌ n s p ɑ t	
sunspots	s ʌ n s p ɑ t s	
sunstar	s ʌ n s t ɑ ɹ	
sunstate	s ʌ n s t eɪ t	
sunstates	s ʌ n s t eɪ t s	
sunsweet	s ʌ n s w iː t	
sunsweet's	s ʌ n s w iː t s	
suntan	s ʌ n t æ n	
sunter	s ʌ n t ə ɹ	
suntory	s ʌ n t ɔ ɹ iː	
suntrust	s ʌ n t ɹ ʌ s t	
suntrust's	s ʌ n t ɹ ʌ s t s	
sununu	s ə n uː n uː	
sununu's	s ə n uː n uː z	
sunup	s ʌ n ə p	
sunward	s ʌ n w ə ɹ d	
sunworld	s ʌ n w ɜː l d	
sunworld's	s ʌ n w ɜː l d z	
suny	s uː n iː	
suon	s uː ɔ n	
sup	s ʌ p	
supak	s uː p ə k	
supan	s uː p ə n	
super	s uː p ə ɹ	
super-imposition	s uː p ə ɹ ɪ m p ə z ɪ ʃ ə n	
super-position	s uː p ə ɹ p ə z ɪ ʃ ə n	
superabrasive	s uː p ə ɹ ə b ɹ eɪ s ɪ v	
superabrasives	s uː p ə ɹ ə b ɹ eɪ s ɪ v z	
superamerica	s uː p ə ɹ ə m ɛ ɹ ɪ k ə	
superb	s ʊ p ɜː b	
superbar	s uː p ə ɹ b ɑ ɹ	
superbly	s uː p ə ɹ b l iː	
superbowl	s uː p ə ɹ b oʊ l	
superbowl's	s uː p ə ɹ b oʊ l z	
superbowls	s uː p ə ɹ b oʊ l z	
supercalifragilistic	s uː p ə ɹ k æ l ə f ɹ æ dʒ ə l ɪ s t ɪ k	
supercenter	s uː p ə ɹ s ɛ n t ə ɹ	
supercenters	s uː p ə ɹ s ɛ n t ə ɹ s	
supercharge	s uː p ə ɹ tʃ ɑ ɹ dʒ	
supercharged	s uː p ə ɹ tʃ ɑ ɹ dʒ d	
supercilious	s uː p ə ɹ s ɪ l iː ə s	
supercollider	s uː p ə ɹ k ə l aɪ d ə ɹ	
supercomputer	s uː p ə ɹ k ə m p j uː t ə ɹ	
supercomputers	s uː p ə ɹ k ə m p j uː t ə ɹ z	
supercomputing	s uː p ə ɹ k ə m p j uː t ɪ ŋ	
superconducting	s uː p ə ɹ k ə n d ʌ k t ɪ ŋ	
superconductive	s uː p ə ɹ k ə n d ʌ k t ɪ v	
superconductivity	s uː p ə ɹ k ɑ n d ʌ k t ɪ v ə t iː	
superconductor	s uː p ə ɹ k ə n d ʌ k t ə ɹ	
superconductors	s uː p ə ɹ k ə n d ʌ k t ə ɹ z	
supercool	s uː p ə ɹ k uː l	
supercooled	s uː p ə ɹ k uː l d	
supercut	s uː p ə ɹ k ʌ t	
supercuts	s uː p ə ɹ k ʌ t s	
superdelegate	s uː p ə ɹ d ɛ l ə ɡ ə t	
superdelegates	s uː p ə ɹ d ɛ l ə ɡ ə t s	
superdome	s uː p ə ɹ d oʊ m	
superdot	s uː p ə ɹ d ɑ t	
superdrug	s uː p ə ɹ d ɹ ʌ ɡ	
superfamily	s uː p ə ɹ f æ m l iː	
superfan	s uː p ə ɹ f æ n	
superfast	s uː p ə ɹ f æ s t	
superficial	s uː p ə ɹ f ɪ ʃ ə l	
superficially	s uː p ə ɹ f ɪ ʃ ə l iː	
superfluidity	s uː p ə ɹ f l uː ɪ d ə t iː	
superfluous	s uː p ə ɹ f l w ʌ s	
superfon	s uː p ə ɹ f ɪ n	
superfreighter	s uː p ə ɹ f ɹ eɪ t ə ɹ	
superfreighters	s uː p ə ɹ f ɹ eɪ t ə ɹ z	
superfund	s uː p ə ɹ f ʌ n d	
supergiant	s uː p ə ɹ dʒ aɪ ə n t	
supergiants	s uː p ə ɹ dʒ aɪ ə n t s	
superheated	s uː p ə ɹ h iː t ɪ d	
superhero	s uː p ə ɹ h iː ɹ oʊ	
superheroes	s uː p ə ɹ h iː ɹ oʊ z	
superheterodyne	s uː p ə ɹ h ɛ t ə ɹ ə d aɪ n	
superhighway	s uː p ə ɹ h aɪ w eɪ	
superhighways	s uː p ə ɹ h aɪ w eɪ z	
superhuman	s uː p ə ɹ h j uː m ə n	
superimpose	s uː p ə ɹ ə m p oʊ z	
superimposed	s uː p ə ɹ ə m p oʊ z d	
superintendant	s uː p ə ɹ ə n t ɛ n d ə n t	
superintendent	s uː p ə ɹ ə n t ɛ n d ə n t	
superintendent's	s uː p ə ɹ ɪ n t ɛ n d ə n t s	
superintendents	s uː p ə ɹ ə n t ɛ n d ə n t s	
superior	s uː p ɪ ɹ iː ə ɹ	
superior's	s uː p iː ɹ iː ə ɹ z	
superiority	s uː p ɪ ɹ iː ɔ ɹ ɪ t iː	
superiors	s uː p ɪ ɹ iː ə ɹ z	
superlative	s ʊ p ɜː l ə t ɪ v	
superlatives	s ʊ p ɜː l ə t ɪ v z	
supermac	s uː p ə ɹ m æ k	
supermajority	s uː p ə ɹ m ə dʒ ɔ ɹ ɪ t iː	
superman	s uː p ə ɹ m ə n	
superman's	s uː p ə ɹ m æ n z	
supermarket	s uː p ə ɹ m ɑ ɹ k ɪ t	
supermarket's	s uː p ə ɹ m ɑ ɹ k ə t s	
supermarkets	s uː p ə ɹ m ɑ ɹ k ɪ t s	
supermassive	s uː p ə ɹ m æ s ɪ v	
superminicomputer	s uː p ə ɹ m ɪ n iː k ə m p j uː t ə ɹ	
superminicomputers	s uː p ə ɹ m ɪ n iː k ə m p j uː t ə ɹ z	
supermodel	s uː p ə ɹ m ɑ d ə l	
supermodels	s uː p ə ɹ m ɑ d ə l z	
supernatural	s uː p ə ɹ n æ tʃ ə ɹ ə l	
supernaturalism	s uː p ə ɹ n æ tʃ ə ɹ ə l ɪ z ə m	
supernova	s uː p ə ɹ n oʊ v ə	
superoxide	s uː p ə ɹ ɑ k s aɪ d	
superpower	s uː p ə ɹ p aʊ ə ɹ	
superpowers	s uː p ə ɹ p aʊ ə ɹ z	
superpowers'	s uː p ə ɹ p aʊ ɹ z	
superpremium	s uː p ə ɹ p ɹ iː m iː ə m	
superregional	s uː p ə ɹ ɹ iː dʒ ə n ə l	
superregionals	s uː p ə ɹ ɹ iː dʒ ə n ə l z	
superregionals'	s uː p ə ɹ ɹ iː dʒ ə n ə l z	
supers	s uː p ə ɹ z	
supersaver	s uː p ə ɹ s eɪ v ə ɹ	
supersecret	s uː p ə ɹ s iː k ɹ ɪ t	
supersede	s uː p ə ɹ s iː d	
superseded	s uː p ə ɹ s iː d ɪ d	
supersedes	s uː p ə ɹ s iː d z	
superseding	s uː p ə ɹ s iː d ɪ ŋ	
supersonic	s uː p ə ɹ s ɑ n ɪ k	
supersonics	s uː p ə ɹ s ɑ n ɪ k s	
superstar	s uː p ə ɹ s t ɑ ɹ	
superstars	s uː p ə ɹ s t ɑ ɹ z	
superstation	s uː p ə ɹ s t eɪ ʃ ə n	
superstition	s uː p ə ɹ s t ɪ ʃ ə n	
superstitions	s uː p ə ɹ s t ɪ ʃ ə n z	
superstitious	s uː p ə ɹ s t ɪ ʃ ə s	
superstore	s uː p ə ɹ s t ɔ ɹ	
superstores	s uː p ə ɹ s t ɔ ɹ z	
superstructure	s uː p ə ɹ s t ɹ ʌ k tʃ ə ɹ	
superstructures	s uː p ə ɹ s t ɹ ʌ k tʃ ə ɹ z	
supertanker	s uː p ə ɹ t æ ŋ k ə ɹ	
supertankers	s uː p ə ɹ t æ ŋ k ə ɹ z	
supervalu	s uː p ə ɹ v æ l j uː	
supervalue	s uː p ə ɹ v æ l j uː	
supervise	s uː p ə ɹ v aɪ z	
supervised	s uː p ə ɹ v aɪ z d	
supervises	s uː p ə ɹ v aɪ z ɪ z	
supervising	s uː p ə ɹ v aɪ z ɪ ŋ	
supervision	s uː p ə ɹ v ɪ ʒ ə n	
supervisor	s uː p ə ɹ v aɪ z ə ɹ	
supervisor's	s uː p ə ɹ v aɪ z ə ɹ z	
supervisors	s uː p ə ɹ v aɪ z ə ɹ z	
supervisors'	s uː p ə ɹ v aɪ z ə ɹ z	
supervisory	s uː p ə ɹ v aɪ z ə ɹ iː	
supervoting	s uː p ə ɹ v oʊ t ɪ ŋ	
superwoman	s uː p ə ɹ w ʊ m ə n	
superwomen	s uː p ə ɹ w ɪ m ɪ n	
superx	s uː p ə ɹ ɛ k s	
supine	s ə p aɪ n	
supinski	s ə p ɪ n s k iː	
suppa	s uː p ə	
supper	s ʌ p ə ɹ	
suppers	s ʌ p ə ɹ z	
suppes	s ʌ p s	
supplant	s ə p l æ n t	
supplanted	s ə p l æ n t ɪ d	
supplanting	s ə p l æ n t ɪ ŋ	
supplants	s ə p l æ n t s	
supple	s ʌ p ə l	
supplee	s ʌ p l iː	
supplement	s ʌ p l ə m ə n t	
supplemental	s ʌ p l ə m ɛ n t ə l	
supplementary	s ʌ p l ə m ɛ n t ə ɹ iː	
supplemented	s ʌ p l ə m ɛ n t ɪ d	
supplementing	s ʌ p l ə m ə n t ɪ ŋ	
supplements	s ʌ p l ə m ə n t s	
supplicant	s ʌ p l ə k ə n t	
supplied	s ə p l aɪ d	
supplier	s ə p l aɪ ə ɹ	
supplier's	s ə p l aɪ ə ɹ z	
suppliers	s ə p l aɪ ə ɹ z	
suppliers'	s ə p l aɪ ə ɹ z	
supplies	s ə p l aɪ z	
supply	s ə p l aɪ	
supply's	s ə p l aɪ z	
supplying	s ə p l aɪ ɪ ŋ	
support	s ə p ɔ ɹ t	
supportable	s ə p ɔ ɹ t ə b ə l	
supported	s ə p ɔ ɹ t ɪ d	
supporter	s ə p ɔ ɹ t ə ɹ	
supporters	s ə p ɔ ɹ t ə ɹ z	
supporting	s ə p ɔ ɹ t ɪ ŋ	
supportive	s ə p ɔ ɹ t ɪ v	
supports	s ə p ɔ ɹ t s	
suppose	s ə p oʊ z	
supposed	s ə p oʊ z d	
